student_id,class_id,attendance_rate,participation_rate,correctness_rate,semantic_score,engagement_score,consistency_score,response_time,recent_activity_count,xp,level,badges_count,streak,weak_concepts_count,risk_label
stu_04351,class_003,56.38,91.7,58.67,57.49,70.26,89.12,34.2,3.0,1892.0,8.0,2.0,2.0,1.0,medium
stu_04352,class_036,86.11,73.09,78.38,80.98,79.28,93.07,30.03,9.0,1546.0,7.0,3.0,19.0,0.0,low
stu_04353,class_016,68.83,73.01,86.67,73.26,81.21,95.21,29.67,13.0,1773.0,8.0,3.0,11.0,0.0,low
stu_04354,class_028,69.09,71.74,,100.0,80.59,82.46,18.09,18.0,1591.0,7.0,3.0,13.0,0.0,low
stu_04355,class_021,89.22,97.52,75.37,75.05,85.83,97.44,25.67,12.0,2182.0,9.0,5.0,21.0,0.0,low
stu_04356,class_010,42.25,36.83,55.01,58.07,42.18,2.24,10.4,0.0,534.0,3.0,0.0,0.0,6.0,high
stu_04357,class_010,93.12,58.87,,79.69,82.94,93.87,26.31,14.0,1468.0,6.0,3.0,16.0,,low
stu_04358,class_013,88.41,56.0,23.74,39.42,67.3,87.0,34.61,11.0,1721.0,7.0,3.0,8.0,5.0,low
stu_04359,class_014,0.0,31.79,47.53,38.88,23.59,39.08,40.86,0.0,706.0,3.0,1.0,0.0,2.0,high
stu_04360,class_017,21.51,69.78,80.76,87.96,56.4,95.45,41.72,8.0,1633.0,7.0,3.0,14.0,0.0,medium
stu_04361,class_036,100.0,91.97,98.2,97.62,89.4,64.9,17.19,7.0,1440.0,6.0,5.0,7.0,0.0,low
stu_04362,class_022,100.0,76.77,83.57,90.9,83.66,90.43,21.95,,1404.0,6.0,5.0,11.0,0.0,low
stu_04363,class_018,41.71,50.32,47.6,47.4,44.14,37.62,62.35,0.0,1170.0,5.0,1.0,0.0,3.0,high
stu_04364,class_006,66.13,52.66,56.62,62.44,61.55,54.64,75.14,8.0,1019.0,5.0,1.0,11.0,1.0,medium
stu_04365,class_037,31.84,20.17,39.28,40.67,26.68,1.96,56.41,1.0,379.0,2.0,1.0,0.0,2.0,high
stu_04366,class_021,90.51,82.6,91.96,100.0,82.83,48.06,26.31,0.0,2143.0,9.0,5.0,,0.0,low
stu_04367,class_017,36.28,38.18,34.67,26.31,32.58,19.94,196.36,5.0,981.0,4.0,1.0,7.0,3.0,high
stu_04368,class_021,99.68,62.99,79.46,67.06,80.03,60.62,19.97,8.0,1217.0,5.0,3.0,13.0,0.0,low
stu_04369,class_029,17.8,60.29,49.13,46.95,36.85,40.57,80.07,4.0,1006.0,5.0,1.0,6.0,1.0,high
stu_04370,class_039,100.0,92.96,96.79,96.94,100.0,90.49,26.58,12.0,2108.0,9.0,6.0,17.0,0.0,low
stu_04371,class_033,83.56,94.28,94.81,87.94,90.48,82.99,22.63,6.0,1720.0,7.0,,3.0,0.0,low
stu_04372,class_011,65.86,33.28,19.31,3.41,39.79,42.03,25.09,2.0,821.0,4.0,1.0,2.0,2.0,high
stu_04373,class_030,67.98,64.96,57.78,42.33,60.26,43.21,57.7,5.0,1472.0,6.0,3.0,4.0,2.0,medium
stu_04374,class_030,92.01,73.19,87.43,98.54,85.15,83.47,30.01,13.0,1661.0,7.0,4.0,12.0,0.0,low
stu_04375,class_037,82.03,45.69,66.81,64.72,59.27,49.51,34.16,5.0,1068.0,5.0,2.0,4.0,2.0,medium
stu_04376,class_008,83.44,91.79,84.53,88.76,85.62,58.15,25.13,13.0,2135.0,9.0,5.0,23.0,0.0,low
stu_04377,class_035,90.54,74.45,85.56,92.43,78.79,55.11,38.61,18.0,1853.0,8.0,5.0,15.0,1.0,low
stu_04378,class_016,80.06,52.2,76.63,88.3,76.04,49.54,39.9,0.0,1165.0,5.0,2.0,8.0,0.0,medium
stu_04379,class_004,46.88,46.27,74.44,75.48,52.32,41.54,26.67,1.0,891.0,4.0,1.0,0.0,3.0,medium
stu_04380,class_021,81.26,78.74,86.1,81.27,78.73,80.47,34.37,5.0,1495.0,6.0,4.0,5.0,2.0,low
stu_04381,class_023,44.24,10.34,44.08,58.21,35.38,44.61,66.52,5.0,295.0,2.0,0.0,5.0,4.0,high
stu_04382,class_029,45.44,30.48,18.64,7.53,21.31,0.0,12.26,1.0,546.0,3.0,0.0,2.0,4.0,high
stu_04383,class_026,62.13,36.01,70.22,67.83,49.83,24.43,38.76,1.0,555.0,3.0,0.0,0.0,4.0,medium
stu_04384,class_025,56.14,70.74,62.33,61.99,60.46,43.21,56.25,2.0,1375.0,6.0,3.0,2.0,0.0,medium
stu_04385,class_025,84.16,83.72,75.76,78.52,82.83,66.29,34.5,8.0,0.0,7.0,4.0,9.0,0.0,low
stu_04386,class_035,94.07,64.46,89.21,76.74,84.88,100.0,32.77,8.0,1163.0,5.0,3.0,3.0,0.0,low
stu_04387,class_006,81.54,82.34,84.72,,78.9,49.53,47.42,14.0,1711.0,7.0,4.0,20.0,0.0,low
stu_04388,class_031,42.65,46.6,48.06,40.89,36.56,11.18,56.11,4.0,1174.0,5.0,1.0,0.0,3.0,high
stu_04389,class_028,37.44,31.93,45.32,37.89,32.75,0.0,62.54,0.0,636.0,3.0,0.0,0.0,5.0,high
stu_04390,class_039,13.87,40.83,19.45,32.07,21.24,12.96,78.49,1.0,871.0,4.0,2.0,0.0,2.0,high
stu_04391,class_015,63.69,58.54,75.05,72.01,69.74,65.06,44.95,9.0,1384.0,6.0,3.0,13.0,4.0,medium
stu_04392,class_012,40.1,43.67,54.49,43.03,48.09,55.75,26.32,8.0,1044.0,5.0,1.0,12.0,1.0,medium
stu_04393,class_040,83.29,100.0,83.89,75.85,74.94,0.0,16.94,0.0,2324.0,10.0,5.0,0.0,0.0,low
stu_04394,class_025,73.22,72.28,83.97,86.26,74.56,73.68,13.46,5.0,1367.0,6.0,3.0,4.0,1.0,low
stu_04395,class_013,44.07,44.16,67.72,63.77,54.34,52.97,44.96,1.0,920.0,4.0,1.0,0.0,1.0,high
stu_04396,class_034,53.07,72.99,85.96,75.98,67.75,81.44,35.35,4.0,1446.0,6.0,4.0,3.0,4.0,medium
stu_04397,class_001,85.96,88.53,78.29,81.74,92.11,72.86,18.03,9.0,1953.0,8.0,5.0,9.0,0.0,low
stu_04398,class_003,59.51,48.18,34.69,35.64,46.14,21.87,34.6,0.0,897.0,4.0,2.0,1.0,4.0,high
stu_04399,class_012,71.19,100.0,90.35,100.0,72.06,16.69,27.13,0.0,2223.0,9.0,,0.0,1.0,low
stu_04400,class_018,98.1,79.2,90.95,97.91,91.29,64.87,16.07,18.0,1783.0,8.0,4.0,22.0,0.0,low
stu_04401,class_019,77.79,92.18,78.8,94.44,89.28,,39.01,14.0,1975.0,8.0,3.0,10.0,0.0,low
stu_04402,class_033,54.61,27.63,,79.14,47.54,71.11,55.56,5.0,769.0,4.0,2.0,4.0,2.0,medium
stu_04403,class_017,29.55,60.86,6.74,3.87,28.27,34.48,60.85,0.0,1185.0,5.0,2.0,1.0,2.0,high
stu_04404,class_022,74.85,88.18,89.3,96.45,83.43,59.94,57.95,11.0,1961.0,8.0,4.0,10.0,0.0,low
stu_04405,class_005,100.0,91.33,82.84,76.0,92.52,77.35,10.41,16.0,2150.0,9.0,5.0,15.0,0.0,low
stu_04406,class_004,96.47,60.7,89.64,97.6,84.43,92.75,23.37,8.0,1293.0,6.0,3.0,6.0,0.0,low
stu_04407,class_035,77.13,73.93,25.27,14.8,65.49,94.9,33.23,12.0,1559.0,7.0,3.0,6.0,4.0,low
stu_04408,class_022,47.26,51.64,27.98,26.75,38.8,9.56,105.61,0.0,1012.0,5.0,2.0,0.0,4.0,high
stu_04409,class_013,0.0,9.87,19.03,21.66,12.8,0.0,106.07,2.0,346.0,2.0,0.0,3.0,3.0,high
stu_04410,class_030,65.26,63.22,,56.78,60.96,61.25,56.44,8.0,1483.0,6.0,2.0,7.0,0.0,medium
stu_04411,class_040,76.62,100.0,89.81,93.97,91.6,91.13,24.39,11.0,2211.0,9.0,4.0,13.0,0.0,low
stu_04412,class_037,85.18,95.21,80.13,79.41,83.55,81.76,26.87,15.0,2091.0,9.0,5.0,17.0,0.0,low
stu_04413,class_026,70.83,54.01,77.27,80.41,63.05,36.85,40.0,2.0,906.0,4.0,1.0,2.0,0.0,medium
stu_04414,class_029,57.1,20.06,41.39,41.53,38.61,21.47,55.46,0.0,265.0,2.0,1.0,0.0,3.0,high
stu_04415,class_002,73.65,49.96,35.63,59.2,51.16,27.41,44.52,7.0,1156.0,5.0,2.0,9.0,3.0,medium
stu_04416,class_007,73.72,46.46,70.63,71.66,61.05,57.6,34.25,2.0,831.0,4.0,1.0,2.0,2.0,medium
stu_04417,class_003,81.33,78.07,80.54,91.87,70.03,47.37,26.68,0.0,1847.0,8.0,4.0,0.0,0.0,low
stu_04418,class_003,74.66,98.09,88.11,77.71,87.45,91.14,21.53,6.0,1939.0,8.0,4.0,11.0,1.0,low
stu_04419,class_030,33.42,70.24,25.32,75.67,45.53,70.42,73.95,2.0,3116.0,12.0,14.0,8.0,5.0,medium
stu_04420,class_031,79.99,78.53,78.53,75.94,80.99,91.42,27.44,17.0,1939.0,8.0,2.0,15.0,1.0,low
stu_04421,class_015,69.57,81.77,40.41,56.52,67.25,38.66,28.55,6.0,1456.0,6.0,2.0,2.0,0.0,medium
stu_04422,class_002,97.57,85.73,71.59,65.77,86.23,77.4,30.52,18.0,1835.0,8.0,3.0,15.0,1.0,low
stu_04423,class_009,81.15,78.11,81.1,89.71,76.96,77.14,12.08,12.0,1816.0,8.0,4.0,11.0,1.0,low
stu_04424,class_015,74.15,40.46,15.0,12.75,52.69,64.27,40.68,6.0,961.0,4.0,1.0,5.0,0.0,medium
stu_04425,class_027,85.03,88.72,66.56,58.54,81.1,88.8,27.38,,1880.0,8.0,3.0,5.0,0.0,low
stu_04426,class_027,85.73,37.78,79.48,74.98,67.38,64.13,62.82,7.0,1130.0,5.0,3.0,3.0,1.0,medium
stu_04427,class_007,39.65,50.58,42.26,30.5,39.07,31.56,77.64,0.0,0.0,4.0,1.0,0.0,1.0,high
stu_04428,class_032,88.91,91.99,90.83,97.72,94.56,73.16,29.99,13.0,2329.0,10.0,6.0,19.0,0.0,low
stu_04429,class_018,67.17,80.67,82.87,86.79,78.34,97.28,59.03,13.0,1997.0,8.0,5.0,10.0,0.0,low
stu_04430,class_012,60.31,72.65,60.31,53.92,64.59,65.91,37.3,5.0,1498.0,6.0,2.0,9.0,1.0,medium
stu_04431,class_023,75.8,77.45,92.27,100.0,82.54,74.04,19.54,11.0,1562.0,7.0,3.0,12.0,0.0,low
stu_04432,class_009,41.51,26.49,,72.93,49.49,62.94,27.03,6.0,1379.0,6.0,3.0,9.0,2.0,medium
stu_04433,class_020,84.5,91.19,77.71,87.67,86.46,95.33,16.92,17.0,2314.0,10.0,4.0,12.0,0.0,low
stu_04434,class_020,58.04,73.62,78.07,79.18,65.09,44.69,51.08,1.0,1236.0,5.0,2.0,1.0,1.0,medium
stu_04435,class_013,66.9,49.28,53.65,49.78,56.75,32.59,48.3,6.0,1145.0,5.0,1.0,1.0,2.0,medium
stu_04436,class_029,31.13,48.53,73.1,70.1,53.23,100.0,60.04,4.0,1271.0,6.0,2.0,4.0,1.0,medium
stu_04437,class_025,97.39,76.63,81.1,82.92,87.68,71.3,16.42,11.0,1343.0,6.0,4.0,10.0,0.0,low
stu_04438,class_007,82.87,92.33,83.67,80.08,87.83,80.06,27.2,15.0,2103.0,9.0,5.0,10.0,0.0,low
stu_04439,class_006,46.11,83.24,78.15,71.43,71.28,76.25,53.07,10.0,1782.0,8.0,2.0,13.0,0.0,medium
stu_04440,class_020,31.54,63.53,76.77,89.26,59.99,77.61,19.95,7.0,1939.0,8.0,3.0,12.0,2.0,low
stu_04441,class_019,94.81,88.07,89.28,80.28,80.51,23.84,23.83,0.0,1883.0,8.0,4.0,0.0,0.0,low
stu_04442,class_027,44.09,49.69,80.27,,56.24,44.45,29.85,5.0,849.0,4.0,2.0,6.0,0.0,medium
stu_04443,class_020,80.15,68.1,89.76,97.33,79.01,81.97,22.64,10.0,1339.0,6.0,4.0,5.0,0.0,low
stu_04444,class_033,77.48,61.44,70.8,75.71,62.24,7.96,30.21,6.0,1175.0,5.0,2.0,9.0,0.0,medium
stu_04445,class_003,82.08,94.0,71.99,82.25,88.39,100.0,35.91,6.0,1784.0,,3.0,4.0,0.0,low
stu_04446,class_014,48.34,50.31,64.22,55.13,52.18,40.91,62.05,7.0,1078.0,5.0,1.0,15.0,0.0,medium
stu_04447,class_033,87.99,87.63,81.78,77.34,90.5,96.44,46.76,12.0,1984.0,8.0,6.0,12.0,0.0,low
stu_04448,class_021,81.6,91.23,51.56,58.93,72.22,42.33,74.31,4.0,686.0,3.0,1.0,0.0,5.0,high
stu_04449,class_029,98.33,95.24,81.93,81.02,88.64,83.7,23.5,13.0,2114.0,9.0,5.0,14.0,0.0,low
stu_04450,class_025,71.55,50.62,43.13,39.65,52.81,28.81,52.25,3.0,980.0,4.0,1.0,5.0,3.0,medium
stu_04451,class_027,64.2,39.07,43.6,44.59,43.61,19.27,35.61,0.0,617.0,3.0,1.0,0.0,4.0,high
stu_04452,class_039,84.47,100.0,82.87,93.48,86.17,93.58,29.76,16.0,2093.0,9.0,5.0,20.0,2.0,low
stu_04453,class_023,90.58,59.82,68.12,71.05,72.69,55.33,87.98,9.0,1380.0,6.0,4.0,13.0,1.0,medium
stu_04454,class_032,84.14,83.47,80.38,79.33,71.19,23.98,15.19,0.0,1747.0,7.0,4.0,0.0,0.0,low
stu_04455,class_009,35.41,10.48,66.82,76.58,39.22,35.02,25.86,4.0,509.0,3.0,1.0,6.0,1.0,high
stu_04456,class_040,57.41,62.11,52.13,56.3,57.99,53.28,33.83,8.0,1409.0,6.0,2.0,9.0,0.0,medium
stu_04457,class_040,76.85,92.79,95.95,100.0,88.85,71.15,29.02,14.0,2163.0,9.0,5.0,16.0,0.0,low
stu_04458,class_003,49.13,61.14,23.66,13.28,45.79,24.48,57.94,2.0,1090.0,5.0,1.0,5.0,1.0,high
stu_04459,class_040,98.04,36.21,74.81,76.02,68.25,28.2,,10.0,934.0,4.0,2.0,15.0,1.0,medium
stu_04460,class_033,96.9,44.91,53.79,53.07,70.54,38.4,43.12,7.0,888.0,4.0,3.0,4.0,5.0,medium
stu_04461,class_039,91.8,83.83,54.96,52.53,76.5,63.27,44.69,1.0,1503.0,7.0,4.0,2.0,1.0,medium
stu_04462,class_032,25.75,42.44,37.29,28.83,47.24,88.21,93.7,9.0,5398.0,21.0,12.0,14.0,4.0,medium
stu_04463,class_009,82.84,66.81,61.44,50.99,69.26,60.81,42.61,8.0,1394.0,6.0,3.0,13.0,1.0,medium
stu_04464,class_012,62.2,63.96,80.45,76.22,65.58,20.1,49.68,10.0,1505.0,7.0,4.0,10.0,3.0,medium
stu_04465,class_036,35.68,21.35,4.07,4.15,14.57,0.0,107.59,1.0,357.0,2.0,0.0,0.0,5.0,high
stu_04466,class_026,83.96,18.64,31.94,30.71,50.55,58.36,83.55,4.0,520.0,3.0,2.0,5.0,3.0,medium
stu_04467,class_011,6.06,49.41,49.66,55.07,30.34,34.58,37.66,2.0,844.0,4.0,1.0,4.0,2.0,high
stu_04468,class_001,74.13,55.44,100.0,100.0,74.26,70.25,14.46,9.0,1482.0,6.0,3.0,8.0,1.0,low
stu_04469,class_038,73.36,86.66,81.02,72.14,69.98,45.19,49.23,0.0,1594.0,7.0,4.0,0.0,0.0,low
stu_04470,class_038,90.41,75.08,67.16,68.51,79.32,76.01,16.1,7.0,1400.0,6.0,3.0,3.0,0.0,low
stu_04471,class_027,83.78,78.55,85.0,66.78,78.16,76.96,24.87,6.0,1451.0,6.0,4.0,15.0,0.0,low
stu_04472,class_009,46.32,81.92,81.62,92.01,61.22,27.63,21.44,2.0,1577.0,7.0,3.0,1.0,2.0,medium
stu_04473,class_002,85.35,51.93,36.52,29.48,66.34,80.96,54.51,8.0,1290.0,6.0,2.0,12.0,3.0,medium
stu_04474,class_008,55.69,83.67,35.11,23.56,56.82,60.97,86.26,5.0,1502.0,7.0,3.0,8.0,3.0,medium
stu_04475,class_040,81.3,76.88,84.99,86.32,78.78,78.5,12.81,6.0,1676.0,7.0,5.0,3.0,0.0,low
stu_04476,class_003,37.55,36.91,38.64,42.67,32.52,27.97,155.55,0.0,615.0,3.0,0.0,0.0,2.0,high
stu_04477,class_020,87.71,89.97,88.03,100.0,89.91,100.0,23.16,9.0,2063.0,9.0,5.0,16.0,0.0,low
stu_04478,class_024,100.0,92.31,79.4,76.55,86.34,74.44,51.85,0.0,2001.0,9.0,5.0,21.0,1.0,low
stu_04479,class_004,82.95,90.93,63.13,65.19,79.35,54.64,25.88,12.0,1863.0,8.0,4.0,19.0,0.0,low
stu_04480,class_020,38.11,0.45,9.28,3.89,18.37,13.0,63.25,0.0,343.0,2.0,0.0,0.0,7.0,high
stu_04481,class_007,86.64,82.49,90.64,91.45,85.16,63.45,15.05,8.0,1700.0,7.0,4.0,12.0,0.0,low
stu_04482,class_018,,67.92,41.06,,49.47,28.86,44.19,5.0,1470.0,6.0,3.0,6.0,4.0,high
stu_04483,class_012,78.86,86.1,91.55,79.76,86.3,71.2,18.82,16.0,2028.0,9.0,4.0,17.0,0.0,low
stu_04484,class_038,81.8,88.97,90.5,94.1,85.45,60.96,23.26,18.0,2309.0,10.0,5.0,33.0,0.0,low
stu_04485,class_018,26.81,20.52,55.79,62.76,36.73,54.21,17.15,10.0,788.0,4.0,1.0,14.0,2.0,medium
stu_04486,class_002,39.26,68.77,54.76,54.04,47.95,29.64,58.14,0.0,1187.0,5.0,1.0,0.0,3.0,medium
stu_04487,class_038,59.27,48.49,74.84,84.98,57.35,38.04,44.05,5.0,1091.0,5.0,1.0,9.0,0.0,medium
stu_04488,class_034,29.29,64.72,35.92,28.87,44.09,59.51,40.28,3.0,1128.0,5.0,1.0,2.0,4.0,medium
stu_04489,class_028,41.98,41.41,44.17,51.93,43.33,44.46,67.42,2.0,721.0,3.0,2.0,0.0,5.0,high
stu_04490,class_012,89.47,83.64,70.24,71.67,81.02,100.0,24.53,5.0,1897.0,8.0,3.0,6.0,0.0,low
stu_04491,class_011,85.68,78.13,91.69,90.44,88.53,94.23,33.1,16.0,1839.0,8.0,5.0,21.0,2.0,low
stu_04492,class_040,93.7,73.62,78.09,75.35,86.0,91.49,26.25,10.0,1596.0,7.0,3.0,11.0,1.0,low
stu_04493,class_016,79.54,82.6,71.93,83.23,68.29,27.25,35.66,7.0,1480.0,6.0,3.0,12.0,3.0,medium
stu_04494,class_036,93.67,72.8,79.61,84.2,75.68,46.8,39.83,0.0,1593.0,7.0,3.0,0.0,0.0,low
stu_04495,class_001,73.3,91.41,39.39,26.2,67.69,26.26,45.66,6.0,1748.0,7.0,2.0,8.0,1.0,medium
stu_04496,class_009,91.09,82.66,94.12,95.94,90.48,73.01,19.83,16.0,1989.0,8.0,5.0,23.0,0.0,low
stu_04497,class_017,69.56,44.88,80.22,78.48,62.28,64.86,101.08,2.0,1028.0,5.0,3.0,3.0,2.0,medium
stu_04498,class_040,56.12,76.46,43.01,48.27,52.81,31.29,32.25,10.0,1716.0,7.0,2.0,10.0,,medium
stu_04499,class_029,84.58,82.07,84.74,86.32,84.5,56.94,20.55,11.0,1575.0,7.0,5.0,12.0,0.0,low
stu_04500,class_029,91.1,84.22,78.39,69.41,87.16,89.06,23.24,5.0,1709.0,7.0,3.0,6.0,0.0,low
stu_04501,class_024,65.44,58.11,73.49,89.75,58.81,79.74,28.58,1.0,1076.0,5.0,1.0,1.0,2.0,medium
stu_04502,class_002,64.78,38.08,76.0,62.69,60.54,60.15,58.4,10.0,1011.0,5.0,1.0,14.0,0.0,medium
stu_04503,class_038,85.99,81.02,89.07,91.38,85.24,83.55,27.15,17.0,1760.0,8.0,4.0,18.0,0.0,low
stu_04504,class_027,81.87,72.02,91.62,85.6,81.56,64.75,22.04,5.0,1556.0,7.0,4.0,7.0,1.0,low
stu_04505,class_016,19.92,29.04,40.89,48.3,21.5,0.0,41.3,1.0,551.0,3.0,1.0,3.0,1.0,high
stu_04506,class_016,89.12,69.54,28.06,31.84,54.76,0.0,70.08,5.0,803.0,,1.0,10.0,5.0,high
stu_04507,class_016,60.27,64.39,34.4,18.52,52.87,35.99,135.01,7.0,1397.0,6.0,2.0,7.0,1.0,medium
stu_04508,class_031,96.39,77.65,88.88,94.13,94.52,80.78,19.0,18.0,1868.0,8.0,5.0,27.0,2.0,low
stu_04509,class_025,86.76,83.2,97.18,97.63,93.19,60.31,36.55,17.0,2225.0,9.0,5.0,33.0,0.0,low
stu_04510,class_022,35.81,43.04,77.44,81.05,47.68,28.59,46.93,5.0,957.0,4.0,2.0,3.0,1.0,medium
stu_04511,class_031,51.76,90.0,47.15,34.41,58.79,53.81,45.67,6.0,1796.0,8.0,2.0,13.0,1.0,medium
stu_04512,class_002,52.27,85.58,49.99,78.38,58.39,79.72,43.54,3.0,3968.0,15.0,11.0,13.0,2.0,medium
stu_04513,class_001,69.76,69.19,46.26,52.41,63.4,38.63,27.91,10.0,1678.0,7.0,2.0,16.0,3.0,medium
stu_04514,class_012,75.58,87.52,87.84,83.65,81.04,60.29,25.49,5.0,1599.0,7.0,3.0,3.0,1.0,low
stu_04515,class_009,100.0,84.81,88.06,73.47,91.77,67.53,23.22,17.0,2126.0,9.0,6.0,26.0,0.0,low
stu_04516,class_037,95.01,74.49,89.9,100.0,87.16,88.69,24.68,17.0,1833.0,8.0,5.0,18.0,1.0,low
stu_04517,class_002,31.16,4.58,36.26,47.28,23.67,11.75,78.9,0.0,279.0,2.0,1.0,0.0,4.0,high
stu_04518,class_002,32.8,6.34,20.68,23.89,21.43,29.11,21.11,2.0,174.0,1.0,0.0,2.0,4.0,high
stu_04519,class_036,58.22,,42.8,37.55,54.37,75.64,94.67,10.0,950.0,4.0,1.0,11.0,0.0,medium
stu_04520,class_021,47.97,55.67,83.34,83.26,64.63,71.92,11.34,14.0,1706.0,7.0,3.0,22.0,2.0,low
stu_04521,class_013,94.22,93.21,90.85,99.37,91.71,75.1,15.62,7.0,1816.0,8.0,5.0,6.0,0.0,low
stu_04522,class_005,13.8,45.13,23.69,24.24,27.32,13.25,23.79,3.0,891.0,4.0,1.0,0.0,4.0,high
stu_04523,class_033,87.42,58.6,76.45,86.85,79.68,100.0,15.92,11.0,1426.0,6.0,4.0,19.0,0.0,low
stu_04524,class_006,71.58,44.43,32.37,19.0,49.23,57.1,36.38,1.0,616.0,3.0,0.0,1.0,1.0,medium
stu_04525,class_001,76.56,79.82,83.33,93.41,80.95,84.32,35.8,5.0,1750.0,8.0,3.0,9.0,1.0,low
stu_04526,class_012,42.36,83.0,70.75,80.17,67.21,70.8,40.78,10.0,1990.0,8.0,3.0,7.0,3.0,medium
stu_04527,class_021,82.78,94.85,77.69,69.89,89.02,95.86,27.31,7.0,1830.0,8.0,3.0,10.0,2.0,low
stu_04528,class_016,46.96,20.34,66.35,76.49,37.31,17.66,43.85,0.0,497.0,2.0,0.0,0.0,0.0,medium
stu_04529,class_014,85.15,74.32,89.9,94.09,83.48,84.8,16.82,12.0,1588.0,7.0,4.0,18.0,0.0,low
stu_04530,class_014,76.43,42.69,40.79,40.5,55.08,53.58,52.09,3.0,846.0,4.0,1.0,4.0,3.0,medium
stu_04531,class_006,21.87,43.76,81.82,68.1,49.22,,28.61,8.0,1634.0,7.0,3.0,9.0,2.0,low
stu_04532,class_039,31.29,41.3,75.86,88.93,43.92,24.17,71.39,3.0,655.0,3.0,2.0,3.0,0.0,high
stu_04533,class_032,70.66,80.79,73.07,63.15,73.05,83.62,24.49,18.0,1842.0,8.0,3.0,13.0,0.0,low
stu_04534,class_002,83.63,67.26,35.8,39.95,67.22,57.01,30.26,2.0,1373.0,6.0,2.0,4.0,4.0,medium
stu_04535,class_024,97.29,95.46,72.43,77.83,90.77,92.89,11.05,7.0,2076.0,9.0,4.0,9.0,0.0,low
stu_04536,class_038,94.66,91.59,82.73,82.5,80.67,27.77,61.45,0.0,2029.0,9.0,5.0,0.0,0.0,low
stu_04537,class_003,90.0,31.15,,25.73,48.56,29.37,97.12,0.0,473.0,2.0,2.0,0.0,5.0,high
stu_04538,class_035,51.23,75.4,68.36,61.59,59.54,43.98,25.85,8.0,1604.0,7.0,3.0,8.0,1.0,medium
stu_04539,class_007,74.98,38.14,34.93,28.38,43.52,25.97,35.71,0.0,799.0,4.0,1.0,0.0,3.0,high
stu_04540,class_033,83.22,73.61,90.88,94.96,79.88,85.34,28.07,0.0,1464.0,6.0,5.0,,0.0,low
stu_04541,class_003,90.28,76.29,96.36,89.08,87.34,72.09,28.15,9.0,1597.0,7.0,4.0,13.0,0.0,low
stu_04542,class_040,8.0,41.62,55.28,51.13,31.52,24.39,30.14,2.0,771.0,4.0,1.0,2.0,4.0,high
stu_04543,class_023,89.99,91.7,87.03,90.36,88.71,96.06,32.19,0.0,2032.0,9.0,5.0,26.0,0.0,low
stu_04544,class_023,63.95,68.77,74.06,73.89,70.21,93.3,26.15,17.0,1793.0,8.0,2.0,22.0,1.0,low
stu_04545,class_023,67.08,53.78,61.86,53.46,57.52,,50.95,5.0,1144.0,,2.0,3.0,1.0,medium
stu_04546,class_036,86.75,64.37,88.88,100.0,76.71,64.61,13.93,15.0,1585.0,7.0,4.0,7.0,0.0,low
stu_04547,class_005,92.57,100.0,86.14,95.51,88.61,81.32,25.96,17.0,2259.0,10.0,5.0,24.0,0.0,low
stu_04548,class_027,28.84,38.28,5.18,19.19,27.46,37.61,46.67,2.0,812.0,4.0,1.0,0.0,4.0,high
stu_04549,class_013,88.34,57.0,40.88,37.5,63.01,43.66,71.58,8.0,1371.0,6.0,3.0,16.0,2.0,medium
stu_04550,class_030,24.56,79.36,47.92,48.32,55.23,74.27,22.46,6.0,1469.0,6.0,2.0,2.0,0.0,medium
stu_04551,class_029,95.95,32.55,55.97,59.72,66.05,51.9,53.4,7.0,708.0,3.0,2.0,10.0,2.0,medium
stu_04552,class_010,37.66,59.03,20.41,21.73,41.06,46.08,82.6,1.0,1083.0,5.0,2.0,0.0,2.0,high
stu_04553,class_012,40.7,25.45,24.42,27.46,29.15,18.62,23.75,0.0,391.0,2.0,0.0,0.0,4.0,high
stu_04554,class_028,55.44,72.97,45.3,43.35,55.65,43.01,23.67,1.0,1415.0,6.0,2.0,3.0,0.0,medium
stu_04555,class_020,78.71,83.46,68.77,65.99,79.53,91.11,34.05,17.0,1924.0,8.0,3.0,25.0,0.0,low
stu_04556,class_014,90.08,63.72,87.5,86.45,83.05,72.28,14.5,12.0,1462.0,,5.0,21.0,1.0,low
stu_04557,class_023,44.45,45.38,48.5,44.23,43.68,21.75,145.67,2.0,725.0,3.0,2.0,3.0,1.0,high
stu_04558,class_018,81.46,74.96,73.4,68.97,76.16,76.77,38.67,0.0,1527.0,7.0,4.0,17.0,0.0,low
stu_04559,class_016,37.83,0.0,21.2,15.55,24.86,65.77,44.13,4.0,46.0,1.0,1.0,4.0,5.0,high
stu_04560,class_040,52.09,62.33,58.98,53.67,61.11,73.41,80.47,9.0,1290.0,6.0,1.0,7.0,4.0,medium
stu_04561,class_005,79.76,81.5,100.0,95.76,85.42,76.24,23.43,12.0,1798.0,8.0,3.0,16.0,0.0,low
stu_04562,class_012,30.85,44.33,30.62,20.99,34.32,34.47,67.46,0.0,823.0,4.0,2.0,0.0,2.0,high
stu_04563,class_028,77.9,82.2,75.52,72.7,73.51,83.9,19.3,12.0,1748.0,7.0,2.0,18.0,0.0,low
stu_04564,class_021,72.28,80.0,72.2,69.87,67.46,43.72,21.88,1.0,1463.0,6.0,2.0,1.0,3.0,medium
stu_04565,class_012,100.0,53.39,56.79,63.09,70.07,58.78,44.77,2.0,999.0,4.0,2.0,0.0,0.0,medium
